satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Department,salary
0.97,0.89,4,248,,sales,low
0.5,0.81,3,170,,sales,low
0.84,0.54,3,245,,sales,low
0.58,0.38,4,203,,sales,low
0.59,0.72,3,182,,sales,medium
0.77,0.83,3,175,,sales,medium
0.78,0.4,4,145,,sales,medium
0.6,0.96,4,220,,sales,medium
0.53,0.77,4,259,,sales,medium
0.73,0.69,3,228,,sales,medium
0.76,0.94,3,189,,sales,medium
0.12,0.61,6,257,,sales,medium
0.2,0.98,3,180,,sales,medium
0.5,0.77,4,180,,sales,medium
0.79,0.65,5,215,,sales,medium
0.96,0.68,3,132,,sales,medium
0.26,0.69,5,213,,accounting,high
0.8,0.72,4,173,,accounting,low
0.43,0.71,3,186,,accounting,medium
0.87,0.71,4,157,,hr,medium
0.63,0.75,4,175,,hr,medium
0.58,0.48,3,135,,hr,medium
0.2,0.42,4,256,,hr,low
0.62,0.71,4,268,,technical,low
0.91,0.94,5,159,,technical,low
0.66,0.91,3,191,,technical,low
0.53,0.81,3,275,,technical,low
0.52,0.98,5,217,,technical,low
1,0.88,6,201,,technical,low
0.73,0.67,4,205,,technical,low
0.65,0.67,3,240,,technical,low
0.5,0.95,5,137,,technical,low
0.94,0.59,4,241,,technical,low
0.48,0.86,5,198,,technical,low
0.67,0.87,5,254,,support,low
0.73,0.94,4,262,,support,low
0.63,0.71,4,244,,support,low
0.84,0.84,4,266,,support,low
0.2,0.94,6,191,,support,low
0.76,0.57,3,148,,support,low
0.55,0.54,3,233,,support,low
0.8,0.55,4,178,,support,low
0.64,0.91,3,165,,support,low
0.59,0.97,5,179,,support,medium
0.92,0.98,3,149,,support,medium
0.75,0.76,3,269,,technical,medium
0.69,0.74,5,227,,technical,medium
0.82,0.93,3,247,,technical,medium
0.88,0.85,3,220,,management,medium
0.89,0.91,3,233,,IT,medium
1,0.79,5,171,,IT,medium
0.66,0.91,4,234,,IT,medium
0.76,0.92,3,176,,IT,medium
0.8,0.62,5,190,,IT,medium
0.58,0.86,4,168,,product_mng,medium
0.73,0.93,3,205,,product_mng,high
1,0.73,5,189,,product_mng,low
0.18,0.9,4,282,,product_mng,medium
0.47,0.46,2,152,,IT,medium
0.92,0.64,4,217,,RandD,medium
0.51,0.5,4,130,,RandD,medium
0.81,0.62,4,153,,RandD,low
0.52,0.57,3,270,,RandD,low
0.95,0.96,3,220,,RandD,low
0.93,0.64,4,253,,RandD,low
0.98,0.67,4,209,,marketing,low
0.79,0.79,4,231,,sales,low
0.99,0.73,4,240,,accounting,low
0.64,0.9,5,266,,support,low
0.54,0.44,3,153,,technical,low
0.79,0.59,4,187,,management,low
0.55,0.98,4,185,,marketing,low
0.18,0.81,4,147,,marketing,low
0.56,0.81,4,188,,marketing,low
0.92,0.67,2,252,,sales,low
0.99,0.75,4,163,,sales,low
0.77,0.85,4,189,,sales,low
0.49,0.52,3,156,,sales,low
0.98,0.58,3,183,,sales,low
0.18,0.54,6,209,,sales,low
0.8,0.82,4,271,,sales,low
0.81,0.77,5,251,,sales,low
0.13,0.61,5,198,,sales,medium
0.58,0.97,3,274,,sales,medium
0.75,0.63,4,209,,sales,medium
0.8,0.94,4,271,,sales,medium
0.78,0.6,4,143,,sales,medium
0.92,0.6,5,236,,sales,medium
0.85,0.98,5,222,,sales,medium
0.52,0.63,3,233,,sales,medium
0.95,0.84,3,270,,sales,medium
0.81,0.92,5,258,,sales,medium
0.16,0.82,6,202,,sales,medium
0.91,0.74,3,150,,accounting,medium
0.62,0.51,4,193,,accounting,high
0.24,0.42,5,210,,accounting,low
0.88,0.51,3,208,,hr,medium
0.94,0.73,3,196,,hr,medium
0.76,0.79,5,187,,hr,medium
0.49,0.67,3,140,,hr,medium
0.93,0.9,4,256,,technical,low
0.92,0.66,4,113,,technical,low
0.19,0.94,4,196,,technical,low
0.66,0.76,3,170,,technical,low
0.16,0.94,4,261,,technical,low
0.83,0.99,5,132,,technical,low
0.69,0.53,3,153,,technical,low
0.82,0.53,3,147,,technical,low
0.88,0.72,5,244,,technical,low
0.31,0.42,4,108,,technical,low
0.83,0.49,4,218,,technical,low
0.94,0.52,5,133,,support,low
0.65,0.79,5,233,,support,low
0.6,0.6,4,147,,support,low
0.52,0.43,3,176,,support,low
0.66,0.89,4,169,,support,low
0.87,0.87,4,144,,support,low
0.2,0.99,5,151,,support,low
0.63,0.91,4,252,,support,medium
0.69,0.98,4,180,,support,medium
0.48,0.61,3,251,,support,medium
0.8,0.8,4,263,,support,medium
0.89,0.74,5,260,,technical,medium
0.67,0.63,3,227,,technical,medium
0.37,0.86,6,260,,technical,medium
0.93,0.61,5,158,,management,medium
0.69,0.52,3,186,,IT,medium
0.16,0.61,4,171,,IT,medium
0.81,0.55,3,199,,IT,medium
0.97,0.63,5,258,,IT,medium
0.77,0.59,4,273,,IT,high
0.75,0.78,2,259,,product_mng,low
0.88,0.82,3,265,,product_mng,medium
0.43,0.51,5,168,,product_mng,medium
0.99,0.99,4,163,,product_mng,medium
0.59,0.65,5,265,,IT,medium
0.89,0.71,4,190,,RandD,low
0.54,0.73,3,157,,RandD,low
0.32,0.86,4,266,,RandD,low
0.17,0.55,6,240,,RandD,low
0.78,0.55,3,143,,RandD,low
0.73,0.68,3,121,,RandD,low
0.65,0.76,2,170,,IT,low
0.8,0.71,4,161,,IT,low
0.61,0.86,3,239,,IT,low
0.67,0.49,3,224,,IT,low
0.63,0.57,3,242,,product_mng,low
0.51,0.58,4,140,,product_mng,low
0.82,0.59,5,170,,product_mng,low
0.79,0.67,5,156,,product_mng,low
0.49,0.6,2,113,,IT,low
0.7,0.59,3,138,,RandD,low
0.13,0.5,3,137,,RandD,low
0.83,0.52,5,217,,RandD,low
0.83,0.91,3,155,,RandD,low
0.19,0.83,5,280,,RandD,low
0.8,0.81,5,248,,RandD,low
0.49,0.67,2,190,,marketing,medium
0.92,0.99,3,176,,sales,medium
0.81,0.55,4,217,,accounting,medium
0.62,0.91,3,269,,support,medium
0.21,0.7,3,238,,technical,medium
0.95,0.74,5,243,,management,medium
0.51,0.8,4,198,,marketing,medium
0.52,0.89,3,188,,marketing,medium
0.64,0.56,3,257,,marketing,medium
0.62,0.79,4,268,,sales,medium
0.73,0.88,5,233,,sales,medium
0.32,0.86,4,214,,sales,medium
0.78,0.96,2,285,,sales,high
0.65,0.91,4,224,,sales,low
0.56,0.92,4,224,,sales,medium
0.96,0.89,3,142,,sales,medium
0.79,0.82,4,220,,sales,medium
0.66,0.58,4,244,,sales,medium
0.67,0.68,4,171,,sales,low
0.86,0.82,4,274,,sales,low
0.57,0.72,4,214,,sales,low
0.86,0.87,5,171,,sales,low
0.52,0.59,5,150,,sales,low
0.73,0.61,4,260,,sales,low
0.78,0.63,5,259,,sales,low
0.95,0.63,3,153,,sales,low
0.75,0.61,3,263,,sales,low
0.83,0.52,2,149,,sales,low
0.48,1,4,261,,accounting,low
0.3,0.58,2,189,,accounting,low
0.72,0.85,5,237,,accounting,low
0.61,0.52,3,224,,hr,low
0.31,0.87,6,240,,hr,low
0.62,0.81,3,245,,hr,low
0.48,0.49,3,268,,hr,low
0.97,0.89,4,208,,technical,low
0.61,0.83,4,153,,technical,low
0.93,0.99,3,169,,technical,low
0.89,0.39,5,218,,technical,low
0.95,0.9,3,155,,technical,medium
0.36,0.44,5,155,,technical,medium
0.29,0.39,6,105,,technical,medium
0.65,0.83,4,251,,technical,medium
0.72,0.54,4,219,,technical,medium
0.51,0.56,4,198,,technical,medium
0.54,0.53,4,158,,technical,medium
0.66,0.58,3,157,,support,medium
0.59,0.54,4,178,,support,medium
0.45,0.48,3,145,,support,medium
0.15,0.91,5,230,,support,medium
0.95,0.53,3,174,,support,medium
0.49,0.59,5,140,,support,high
0.68,0.97,3,174,,support,low
0.7,0.76,4,173,,support,medium
0.9,0.73,2,203,,support,medium
0.94,0.95,5,170,,support,medium
0.8,0.86,3,203,,support,medium
0.59,0.53,5,169,,technical,low
0.43,0.96,3,109,,technical,low
0.7,0.54,5,263,,technical,low
0.51,0.62,4,185,,management,low
0.12,0.49,4,191,,IT,low
0.14,0.56,5,259,,IT,low
0.86,0.91,4,253,,IT,low
0.97,0.5,3,216,,IT,low
1,0.86,2,264,,IT,medium
0.49,0.63,3,181,,product_mng,medium
0.9,0.93,3,209,,product_mng,medium
0.82,0.89,4,239,,product_mng,medium
0.59,0.48,3,197,,product_mng,medium
0.97,0.57,4,150,,IT,medium
0.69,0.88,3,164,,management,medium
0.73,0.84,3,216,,management,medium
0.48,0.74,2,271,,management,medium
0.94,0.49,4,176,,management,medium
0.74,0.73,3,156,,management,medium
0.65,0.63,4,143,,management,medium
0.93,0.94,4,233,,IT,medium
0.57,0.67,3,138,,IT,medium
0.9,0.49,3,259,,IT,medium
0.55,0.86,4,169,,IT,medium
0.59,0.73,3,172,,product_mng,medium
0.72,0.98,4,156,,product_mng,medium
0.87,0.52,4,140,,product_mng,medium
0.86,0.82,4,212,,product_mng,medium
0.61,0.5,4,269,,IT,medium
0.45,0.63,5,111,,management,medium
0.51,0.63,4,198,,management,medium
0.87,0.92,4,263,,management,medium
0.29,0.38,5,191,,management,medium
0.57,0.64,3,188,,management,medium
0.69,0.83,4,252,,management,medium
0.61,0.9,2,142,,marketing,high
0.96,0.85,4,247,,sales,high
0.16,0.61,6,269,,accounting,high
0.96,0.82,4,244,,support,high
0.77,0.81,4,164,,technical,high
0.85,0.87,6,232,,management,high
0.37,0.49,3,177,,marketing,high
0.68,0.65,3,173,,marketing,high
0.87,0.6,5,165,,marketing,high
0.95,0.8,3,225,,sales,high
0.84,0.63,3,121,,sales,low
0.44,0.51,2,219,,sales,low
0.94,0.73,4,204,,sales,low
0.85,0.94,5,235,,sales,low
0.75,0.51,2,215,,sales,low
0.76,0.67,5,243,,sales,low
0.13,0.97,4,162,,sales,low
0.6,0.79,4,262,,sales,low
0.45,0.55,4,206,,sales,low
0.49,1,2,125,,sales,low
0.19,0.36,3,167,,sales,low
0.68,0.89,5,218,,sales,low
0.53,0.91,5,181,,sales,low
1,0.77,5,269,,sales,low
0.99,0.86,3,167,,sales,low
0.29,0.75,6,271,,sales,medium
0.54,0.83,4,201,,sales,medium
0.25,0.9,6,229,,sales,medium
0.71,0.76,4,148,,accounting,medium
0.96,0.84,3,147,,accounting,medium
0.8,0.9,4,211,,accounting,medium
0.82,0.87,5,145,,hr,medium
0.19,0.97,6,269,,hr,medium
0.43,0.74,4,129,,hr,medium
0.62,0.84,3,270,,hr,medium
0.75,0.85,3,250,,technical,medium
0.56,0.48,5,192,,technical,medium
0.88,0.91,4,233,,technical,high
0.63,0.57,4,192,,technical,high
0.75,0.93,3,247,,technical,high
0.74,1,4,192,,technical,high
0.55,0.68,3,178,,technical,high
0.87,0.55,4,197,,technical,high
0.13,0.9,5,264,,technical,high
0.33,0.64,2,274,,technical,high
0.89,0.97,4,147,,technical,low
0.56,0.94,3,154,,support,low
0.95,0.61,3,224,,support,low
0.57,0.59,4,250,,support,low
0.72,0.53,3,179,,support,low
0.28,0.44,4,170,,support,low
0.54,0.61,4,118,,support,low
0.54,0.95,4,256,,support,low
0.99,0.8,3,209,,support,medium
0.37,0.69,2,146,,support,medium
0.77,0.87,3,275,,support,medium
0.7,0.88,4,180,,support,medium
0.8,0.74,3,228,,technical,medium
0.52,0.63,3,204,,technical,medium
0.69,0.55,3,172,,technical,medium
0.6,0.62,5,274,,management,medium
0.74,0.64,3,136,,IT,medium
0.69,0.82,4,252,,IT,medium
0.78,0.89,4,137,,IT,medium
0.77,0.75,4,191,,IT,medium
0.91,0.68,4,132,,IT,medium
0.54,0.68,6,249,,product_mng,medium
0.48,0.77,6,274,,product_mng,medium
0.55,0.96,3,194,,product_mng,medium
0.17,0.36,6,191,,product_mng,medium
0.77,0.83,5,216,,IT,medium
0.93,0.98,3,241,,IT,medium
0.65,0.91,4,243,,IT,medium
0.67,0.52,4,207,,IT,medium
0.95,0.88,3,199,,IT,medium
0.61,0.97,6,286,,product_mng,medium
0.57,0.39,4,132,,product_mng,high
0.65,1,4,229,,product_mng,low
0.85,0.81,4,260,,product_mng,medium
0.61,0.96,3,214,,IT,medium
0.65,0.9,6,217,,RandD,medium
0.92,0.93,4,225,,RandD,medium
0.37,0.41,2,113,,RandD,medium
0.48,0.77,5,250,,RandD,medium
0.82,0.91,5,271,,RandD,medium
0.84,0.75,4,135,,RandD,medium
0.57,0.46,2,100,,marketing,medium
0.8,0.75,4,224,,sales,medium
0.49,0.91,4,134,,accounting,low
0.79,0.82,5,158,,support,low
0.48,0.67,3,183,,technical,low
0.28,0.89,4,97,,management,low
0.47,0.56,4,226,,marketing,low
0.91,0.6,4,235,,marketing,low
0.75,0.6,4,186,,marketing,low
0.61,0.89,3,242,,sales,high
0.47,0.79,3,284,,sales,low
0.22,0.7,2,274,,sales,high
0.5,0.48,4,130,,sales,high
0.56,0.87,3,146,,sales,low
0.84,0.85,4,207,,sales,low
0.69,0.72,4,210,,sales,high
0.53,0.64,3,143,,sales,low
0.17,0.57,4,116,,sales,medium
0.48,0.71,2,162,,sales,high
0.94,0.51,3,242,,sales,medium
0.77,0.89,4,153,,sales,medium
1,0.72,5,194,,sales,medium
0.49,0.65,4,233,,sales,medium
0.93,0.73,4,283,,sales,high
0.38,0.43,3,188,,sales,medium
0.6,0.54,4,182,,sales,medium
0.5,0.82,2,286,,sales,medium
0.97,0.55,5,212,,sales,high
0.93,0.95,5,176,,accounting,medium
0.5,1,5,264,,accounting,high
0.52,0.84,3,261,,accounting,low
0.5,0.71,4,163,,hr,medium
0.55,0.4,3,139,,hr,medium
0.95,0.84,3,261,,hr,medium
0.48,0.42,2,275,,hr,medium
0.51,0.39,5,132,,technical,low
0.96,0.48,3,202,,technical,low
0.97,0.84,4,177,,technical,low
0.97,0.66,5,234,,technical,low
0.71,0.54,4,188,,technical,low
0.82,0.49,5,203,,technical,low
0.57,1,4,227,,technical,low
0.48,0.93,3,150,,technical,low
0.71,0.64,3,267,,technical,low
0.63,0.61,5,186,,technical,low
0.99,0.84,4,142,,technical,high
0.79,0.83,3,126,,support,low
0.65,0.85,4,201,,support,low
0.7,0.85,4,142,,support,low
0.99,0.94,4,167,,support,low
0.65,0.62,4,258,,support,high
0.92,0.85,3,207,,support,low
0.24,0.5,4,282,,support,low
0.39,0.89,3,188,,support,low
0.82,0.85,3,214,,support,high
0.78,0.89,4,272,,support,low
0.62,0.79,3,259,,support,medium
0.6,0.61,5,191,,technical,high
0.49,0.57,3,192,,technical,medium
0.82,0.82,3,164,,technical,high
0.48,0.81,4,149,,management,medium
0.69,0.56,4,149,,IT,medium
0.4,0.89,2,165,,IT,medium
0.72,0.8,3,222,,IT,medium
0.75,0.84,5,222,,IT,medium
0.5,0.77,3,265,,IT,medium
0.78,0.5,5,247,,product_mng,medium
0.76,0.45,4,147,,product_mng,medium
0.94,0.52,3,273,,product_mng,high
0.24,0.94,6,144,,product_mng,low
0.99,0.66,3,181,,IT,medium
0.67,0.64,3,198,,management,medium
0.76,0.57,5,255,,management,medium
0.76,0.77,4,169,,management,medium
0.55,0.64,4,201,,management,medium
0.74,0.6,4,274,,management,medium
0.81,0.85,4,134,,management,medium
0.98,0.67,3,190,,IT,medium
0.98,0.98,4,170,,IT,medium
0.58,0.91,3,154,,product_mng,high
0.18,0.75,3,142,,product_mng,low
0.57,0.67,5,235,,product_mng,low
0.7,0.62,3,110,,product_mng,low
0.49,0.77,3,211,,IT,high
0.7,0.56,4,214,,management,medium
0.16,0.93,5,210,,management,medium
0.58,0.59,3,207,,management,medium
0.66,0.57,4,161,,management,medium
0.51,0.55,2,102,,management,medium
0.48,0.84,4,186,,management,medium
0.56,0.71,3,211,,marketing,low
0.81,0.62,3,240,,sales,low
0.57,0.7,4,237,,accounting,low
0.66,0.53,3,164,,support,low
0.22,0.91,6,222,,technical,low
0.96,0.71,3,205,,management,medium
0.87,0.88,4,140,,marketing,medium
0.61,0.42,2,103,,marketing,medium
0.66,0.85,3,178,,marketing,medium
0.9,0.51,4,137,,sales,medium
0.64,0.67,3,143,,sales,medium
0.76,0.82,4,170,,sales,medium
0.97,0.41,5,135,,sales,medium
0.69,0.76,3,174,,sales,medium
0.98,0.55,3,166,,sales,medium
0.18,0.61,5,174,,sales,medium
0.62,0.91,3,251,,sales,medium
0.29,0.37,6,187,,sales,high
0.87,0.48,5,170,,sales,low
0.91,0.64,3,241,,sales,medium
0.53,0.79,3,221,,sales,medium
0.69,0.73,4,257,,sales,medium
0.14,0.58,4,275,,sales,medium
0.7,0.77,4,245,,sales,low
0.77,0.75,6,246,,sales,low
0.77,0.76,6,263,,sales,low
0.76,0.99,3,133,,sales,low
0.66,0.49,4,157,,sales,low
0.5,0.95,3,198,,accounting,low
0.57,0.9,5,145,,accounting,low
0.97,0.62,6,118,,accounting,low
0.26,0.99,5,184,,hr,low
0.72,0.62,3,243,,hr,low
0.83,0.93,3,247,,hr,low
0.55,0.4,3,158,,hr,low
0.77,0.74,5,243,,technical,low
0.24,0.63,4,203,,technical,low
0.8,0.96,3,161,,technical,low
0.5,0.59,4,214,,technical,low
0.66,0.59,4,179,,technical,low
0.66,0.77,4,188,,technical,low
0.66,0.81,3,174,,technical,low
0.96,0.83,3,177,,technical,low
0.75,0.94,5,194,,technical,low
0.78,0.77,3,244,,technical,medium
0.57,0.82,4,269,,technical,medium
0.78,0.68,2,159,,support,medium
0.57,0.88,4,140,,support,medium
0.84,0.56,5,224,,support,medium
0.23,0.94,5,242,,support,medium
0.53,0.37,3,180,,support,medium
0.82,0.71,3,150,,support,medium
0.59,0.64,5,269,,support,medium
0.5,0.52,2,178,,support,medium
1,0.74,2,187,,support,medium
0.94,0.61,3,140,,support,medium
0.86,0.61,4,193,,support,high
0.73,0.49,4,243,,technical,low
0.49,0.94,3,144,,technical,medium
0.79,0.73,2,147,,technical,medium
0.83,0.5,6,165,,management,medium
0.85,0.67,3,176,,IT,medium
0.65,0.37,3,170,,IT,low
0.94,0.65,4,213,,IT,low
0.76,0.81,4,242,,IT,low
0.77,0.54,4,139,,IT,low
0.77,0.91,4,239,,product_mng,low
0.59,0.64,5,123,,product_mng,low
0.69,0.9,3,185,,product_mng,low
0.51,0.85,4,186,,product_mng,low
0.8,0.67,3,178,,IT,low
0.98,0.7,3,153,,management,high
0.69,0.72,4,185,,management,high
0.14,0.76,4,142,,management,high
0.95,0.9,4,221,,management,high
0.53,0.61,3,148,,management,high
0.64,0.52,5,258,,management,high
0.51,0.73,4,229,,sales,low
0.36,0.73,2,111,,sales,low
0.62,0.97,2,271,,sales,low
0.98,0.58,4,133,,sales,low
0.53,0.7,4,223,,sales,low
0.8,0.95,4,272,,sales,low
0.73,0.77,3,233,,sales,medium
0.82,0.8,3,162,,sales,medium
0.62,0.75,5,165,,sales,medium
0.87,0.48,5,242,,sales,medium
0.43,0.65,4,124,,sales,medium
0.57,0.6,2,163,,sales,medium
0.91,0.77,3,144,,sales,medium
0.75,0.59,5,149,,sales,medium
0.76,0.8,5,217,,sales,medium
0.85,0.49,4,139,,sales,medium
0.56,0.67,3,270,,sales,medium
0.86,0.84,3,177,,sales,medium
0.21,0.43,5,175,,sales,high
0.94,0.59,3,151,,sales,low
0.98,0.74,3,185,,sales,medium
0.42,0.45,3,227,,sales,medium
0.98,0.89,4,218,,sales,medium
1,0.93,5,167,,sales,medium
0.95,0.52,3,183,,sales,low
0.95,0.5,4,259,,sales,low
0.68,0.53,3,138,,sales,low
0.64,0.38,5,122,,sales,low
0.24,0.62,6,225,,sales,low
0.37,0.72,3,121,,sales,low
0.67,0.4,4,274,,sales,low
0.86,0.89,4,153,,sales,low
0.43,0.38,3,119,,sales,low
0.67,0.67,4,141,,sales,low
0.92,0.6,4,161,,IT,low
0.43,0.46,2,186,,product_mng,low
0.52,0.8,3,252,,product_mng,low
0.16,0.42,3,182,,product_mng,low
0.49,0.6,4,264,,product_mng,low
0.37,0.63,4,167,,IT,low
0.98,0.68,5,171,,management,high
0.33,0.97,5,130,,management,high
0.14,0.79,5,271,,management,high
0.54,0.79,5,249,,management,high
0.63,0.48,4,180,,management,high
0.55,0.69,4,220,,management,high
0.84,0.53,3,210,,marketing,medium
0.51,0.97,4,258,,sales,medium
0.15,0.75,3,150,,accounting,medium
0.97,0.79,5,259,,support,medium
0.67,0.69,3,231,,technical,medium
0.48,0.67,4,220,,management,medium
0.69,0.58,4,149,,marketing,medium
0.6,0.62,3,238,,marketing,medium
0.82,0.71,2,209,,marketing,medium
0.86,0.95,4,149,,sales,medium
0.69,0.59,4,264,,sales,medium
0.87,0.87,5,207,,sales,high
0.17,0.78,3,239,,sales,low
0.94,0.51,6,239,,sales,medium
0.5,1,4,258,,sales,medium
0.16,0.72,3,203,,sales,medium
0.89,0.99,2,258,,sales,medium
0.69,0.51,3,257,,IT,low
0.5,0.51,5,134,,product_mng,low
0.16,0.46,6,240,,product_mng,low
0.75,0.99,2,237,,product_mng,low
0.64,0.66,5,157,,product_mng,low
0.78,0.43,4,275,,IT,low
0.81,0.74,2,228,,management,high
0.55,0.58,3,254,,management,high
0.53,0.53,4,257,,management,high
0.69,0.73,3,231,,management,high
0.8,0.53,3,217,,management,high
0.77,0.98,3,286,,management,high
0.84,0.8,4,236,,marketing,low
0.64,0.55,4,215,,sales,low
0.78,0.57,4,157,,accounting,low
0.67,0.7,3,149,,support,low
0.81,0.77,3,221,,technical,low
0.91,0.82,4,238,,management,low
0.75,0.89,6,250,,marketing,medium
0.78,0.96,3,202,,marketing,medium
0.54,0.52,4,173,,marketing,medium
0.77,0.71,5,250,,sales,medium
0.89,0.63,4,270,,sales,medium
0.16,0.98,3,232,,sales,medium
0.77,0.99,4,260,,sales,medium
0.69,0.48,5,232,,sales,medium
0.61,0.81,4,134,,sales,medium
0.59,0.81,4,189,,sales,medium
0.58,0.8,4,113,,IT,medium
0.88,0.67,5,264,,product_mng,medium
0.51,0.63,5,260,,product_mng,high
0.31,0.7,3,132,,product_mng,low
0.52,0.52,4,168,,product_mng,medium
0.57,0.46,3,186,,IT,medium
0.5,0.77,3,267,,management,high
0.74,0.63,3,180,,management,high
0.74,0.77,3,211,,management,high
0.82,0.51,2,268,,management,high
0.74,0.71,3,206,,management,high
0.2,0.59,6,113,,management,high
0.63,0.48,4,179,,marketing,low
0.19,0.8,6,157,,sales,low
0.4,0.62,4,127,,accounting,low
0.71,0.37,2,179,,support,low
0.84,0.73,4,197,,technical,low
0.59,0.84,4,251,,management,low
0.57,0.85,4,250,,marketing,low
0.81,0.61,2,176,,marketing,low
0.8,0.7,4,246,,marketing,low
0.49,0.66,3,155,,sales,low
0.55,0.64,3,178,,sales,low
0.68,0.4,3,213,,sales,low
0.55,0.67,3,150,,sales,low
0.59,0.62,3,166,,sales,low
0.91,0.8,5,169,,sales,low
0.48,0.9,4,208,,sales,low
0.84,0.66,3,209,,sales,low
0.73,0.54,4,167,,IT,medium
0.28,0.59,6,281,,product_mng,medium
0.77,0.65,3,156,,product_mng,medium
0.67,0.65,3,265,,product_mng,medium
0.5,0.53,3,142,,product_mng,medium
0.32,0.47,3,143,,IT,medium
0.57,0.78,3,134,,RandD,medium
0.51,0.8,5,268,,RandD,medium
0.61,0.6,3,255,,RandD,medium
0.83,0.73,4,157,,RandD,medium
0.87,0.97,5,151,,RandD,medium
0.7,0.63,3,157,,RandD,medium
0.78,0.65,3,139,,marketing,high
0.71,0.53,4,196,,sales,low
0.68,0.99,3,159,,accounting,medium
0.75,0.53,4,224,,support,medium
0.7,0.53,3,215,,technical,medium
0.59,0.94,5,157,,management,medium
0.64,0.87,4,157,,marketing,low
0.61,0.88,5,146,,marketing,low
0.77,0.49,2,286,,marketing,low
0.51,0.64,3,203,,sales,low
0.49,0.49,3,168,,sales,low
0.77,0.75,3,170,,sales,low
0.31,0.86,3,266,,sales,low
0.54,0.76,3,183,,sales,low
0.56,0.66,4,264,,sales,low
0.65,0.77,4,205,,sales,low
0.49,0.36,2,192,,sales,low
0.82,0.79,3,176,,technical,low
0.6,0.52,3,183,,support,low
0.64,0.63,3,156,,support,low
0.7,0.68,3,150,,support,low
0.65,0.89,4,204,,support,low
0.69,0.78,5,131,,support,low
0.93,0.74,5,248,,support,low
0.55,0.52,4,168,,support,low
0.75,0.87,4,146,,support,low
0.47,0.43,4,246,,support,low
0.72,0.88,5,216,,support,medium
0.59,0.92,3,203,,support,medium
0.98,0.49,3,199,,technical,medium
0.39,0.52,2,102,,technical,medium
0.93,0.87,4,139,,technical,medium
0.71,0.97,5,208,,management,medium
0.49,0.54,4,215,,IT,medium
0.63,0.93,4,233,,IT,medium
0.45,0.64,3,169,,IT,medium
0.77,0.64,3,190,,IT,medium
0.77,0.63,4,236,,IT,medium
0.5,0.92,4,266,,product_mng,medium
0.45,0.42,4,156,,product_mng,high
0.81,0.47,4,153,,product_mng,low
0.83,0.67,3,175,,product_mng,medium
0.47,0.76,6,174,,IT,medium
0.25,0.89,4,154,,management,high
0.89,0.55,5,251,,management,high
0.97,0.57,3,164,,management,high
0.6,0.65,2,225,,management,high
0.67,0.72,2,134,,management,high
0.89,0.77,3,144,,management,high
0.6,0.91,5,211,,sales,low
0.64,0.79,4,139,,sales,low
0.57,0.66,3,268,,sales,low
0.56,0.98,5,171,,sales,low
0.6,0.9,4,260,,sales,medium
0.17,0.66,6,224,,sales,medium
0.74,0.49,4,233,,sales,medium
0.44,0.41,3,125,,sales,medium
0.51,0.89,4,233,,sales,medium
0.86,0.57,3,162,,sales,medium
0.96,0.48,4,198,,sales,medium
0.87,0.82,4,198,,sales,medium
0.58,0.79,3,243,,sales,medium
0.24,0.56,4,281,,sales,medium
0.42,0.8,4,259,,sales,medium
0.65,0.94,4,184,,sales,medium
0.73,0.92,6,189,,sales,medium
0.63,0.6,4,258,,sales,medium
0.95,0.48,4,225,,sales,medium
0.52,0.83,5,145,,sales,medium
0.96,0.55,3,164,,sales,medium
0.66,0.51,4,254,,sales,medium
0.98,0.44,4,154,,sales,medium
0.56,0.79,5,248,,sales,medium
0.97,0.54,3,154,,sales,medium
0.72,0.92,3,242,,sales,medium
0.74,0.78,4,194,,sales,medium
0.2,0.6,5,261,,sales,medium
0.73,0.56,3,245,,sales,medium
0.76,0.79,3,247,,sales,low
0.65,0.54,4,147,,sales,low
0.66,0.5,3,139,,sales,low
0.96,0.97,6,137,,sales,low
0.57,0.55,4,177,,sales,low
0.61,0.82,4,184,,IT,low
0.57,0.69,3,212,,product_mng,low
0.59,0.47,3,159,,product_mng,low
0.92,0.68,4,178,,product_mng,low
0.79,0.56,3,149,,product_mng,low
0.95,0.66,4,223,,IT,low
0.24,0.81,6,263,,management,high
0.49,0.52,4,161,,management,high
0.49,0.68,3,192,,management,high
0.97,0.51,5,215,,management,high
0.55,0.78,4,261,,management,high
0.76,0.56,5,222,,management,high
0.53,0.99,3,223,,marketing,low
0.51,0.86,3,182,,sales,low
0.57,0.93,2,204,,accounting,low
0.58,0.91,3,195,,support,low
0.6,0.98,4,146,,technical,low
0.65,0.74,4,233,,management,low
0.91,0.75,2,147,,marketing,low
0.65,0.55,3,156,,marketing,low
0.18,0.49,3,240,,marketing,low
0.66,0.9,4,177,,sales,low
0.78,0.8,3,135,,sales,medium
0.82,0.65,5,178,,sales,medium
0.54,0.64,3,190,,sales,medium
0.95,0.84,3,240,,sales,medium
0.65,0.85,4,172,,sales,medium
0.83,0.55,3,271,,sales,medium
0.15,0.6,5,188,,sales,medium
0.59,0.59,4,197,,IT,medium
0.99,0.94,5,151,,product_mng,medium
0.76,0.72,3,263,,product_mng,medium
0.64,0.67,2,223,,product_mng,medium
0.95,0.75,4,151,,product_mng,medium
0.53,0.66,3,191,,IT,high
0.59,0.5,2,162,,management,high
0.69,0.86,5,195,,management,high
